Timestamp,Latitude,Longitude,Class,Observer,ObserverSi,Water Type Chopper,Water Type Satellite,transectNu,permanence,ID,Wet Dry Chopper,Wet Dry Satellite
2024-05-10,-13.52015,133.7692,2,Holly  Lourie,Front Left,Spring,Spring,SW07,NP or P, ,,Wet
2024-05-10,-13.51916,133.7659,2,Holly  Lourie,Front Left,Swamp/Spring,Swamp/Spring,SW07,NP or P, ,,Wet
2024-05-10,-13.51157,133.7558,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.50706,133.74,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.49888,133.7204,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.49751,133.7169,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.49075,133.6993,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.48051,133.6662,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.48693,133.6422,2,Holly  Lourie,Front Left,Melaleuca Swamp,Melaleuca Swamp,SW07,NP or P, ,,Wet
2024-05-10,-13.4857,133.6919,2,Holly  Lourie,Front Left,Swamp/Spring,Swamp/Spring,SW07,NP or P,W462,,Wet
2024-05-10,-13.48606,133.7324,1,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.48601,133.7332,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.48571,133.816,2,Holly  Lourie,Front Left,Spring,Spring,SW07,I, ,,Dry
2024-05-10,-13.48601,133.8195,2,Holly  Lourie,Front Left,, ,SW07, , ,, 
2024-05-10,-13.48566,133.8461,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.48821,133.8549,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.49154,133.8692,3,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.49207,133.8712,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.49742,133.8903,3,Holly  Lourie,Front Left,, ,SW06, , ,, 
2024-05-10,-13.49925,133.8944,3,Holly  Lourie,Front Left,Spring,Spring,SW06,I, ,,Wet
2024-05-10,-13.51763,133.9078,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51816,133.8867,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51861,133.8715,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.5193,133.7761,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51924,133.7704,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51902,133.7636,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51857,133.6801,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51952,133.6538,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.51994,133.6495,2,Holly  Lourie,Front Left,, ,SW06,,,,
2024-05-10,-13.58827,133.7166,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.58828,133.7201,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.58672,133.8541,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.58666,133.8742,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.58622,133.8961,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.58644,133.9833,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.59556,134.0382,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.59735,134.0447,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.6009,134.0608,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.60302,134.0924,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.60548,134.1394,3,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.62565,134.2173,2,Holly  Lourie,Front Left,, ,SW05,,,,
2024-05-10,-13.59665,134.3053,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.58537,134.3023,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.56553,134.298,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.56002,134.2968,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.55302,134.296,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.55116,134.2957,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.54221,134.2943,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.54069,134.2941,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.45217,134.295,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.45395,134.4472,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.45461,134.5083,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-10,-13.40728,134.5469,2,Holly  Lourie,Front Left,Melaleuca Swamp,Melaleuca Swamp,M14,I or NP,W517,,Dry
2024-05-10,-13.36605,134.5686,1,Holly  Lourie,Front Left,,Melaleuca Swamp,M14,I, ,,Dry
2024-05-10,-13.3528,134.562,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.35305,134.3131,3,Holly  Lourie,Front Left,,Spring/Stream,M14,I or NP, ,,Wet
2024-05-10,-13.35325,134.2715,3,Holly  Lourie,Front Left,,Billabong,M14,I or NP, ,,Wet
2024-05-10,-13.35349,134.2658,2,Holly  Lourie,Front Left,,Billabong,M14,P,RA555,,Wet
2024-05-10,-13.35219,134.2361,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.35273,134.1762,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.35279,134.17,3,Holly  Lourie,Front Left,,Billabong,M14,I or E, ,,Dry
2024-05-10,-13.35269,134.1648,3,Holly  Lourie,Front Left,,Billabong,M14,I or E, ,,Dry
2024-05-10,-13.35256,134.1549,3,Holly  Lourie,Front Left,,River/Billabong/Spring,M14,I, ,,Dry
2024-05-10,-13.34556,134.1483,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.35164,133.9969,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.35079,133.9063,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.3506,133.9039,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.39569,133.8643,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.48933,134.026,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.55365,134.1402,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.56716,134.1684,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.6041,134.2366,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-10,-13.61355,134.2538,2,Holly  Lourie,Front Left,Spring,Spring,M14,I or NP, ,,Wet
2024-05-11,-13.60336,134.3556,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.60266,134.3563,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.60022,134.3584,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.59741,134.3609,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.59163,134.366,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.58607,134.371,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45395,134.6228,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45459,134.6615,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45445,134.6701,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45456,134.7231,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45425,134.7336,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45414,134.7489,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45409,134.7873,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45388,134.7982,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45409,134.8339,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45377,134.8685,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45457,134.9402,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.4542,134.9887,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45453,135.0004,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45437,135.0076,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45417,135.0109,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45344,135.0334,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45337,135.0358,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45318,135.0526,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45321,135.0633,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45316,135.0667,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45321,135.0744,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.4529,135.1311,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45298,135.1389,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45301,135.1485,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.45303,135.1498,1,Holly  Lourie,Front Left,,Billabong/River,M12,I or NP, ,,Wet
2024-05-11,-13.45303,135.153,1,Holly  Lourie,Front Left,,Billabong,M12,I or NP, ,,Wet
2024-05-11,-13.42831,135.1837,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.42431,135.1824,1,Holly  Lourie,Front Left,,River,M12,NP or P, ,,Wet
2024-05-11,-13.38108,135.1657,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.35494,135.1503,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-11,-13.35215,135.0814,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.35187,135.0389,2,Holly  Lourie,Front Left,,Waterhole,M14,I or E, ,,Dry
2024-05-11,-13.35187,135.0233,2,Holly  Lourie,Front Left,,River,M14,NP, ,,Wet
2024-05-11,-13.35174,135.0191,2,Holly  Lourie,Front Left,,River/Billabong,M14,P, ,,Wet
2024-05-11,-13.35202,134.9952,2,Holly  Lourie,Front Left,,Waterhole,M14,I or NP,W556,,Wet
2024-05-11,-13.35216,134.9892,3,Holly  Lourie,Front Left,,Spring,M14,I or NP, ,,Wet
2024-05-11,-13.35225,134.9458,1,Holly  Lourie,Front Left,,Spring,M14,I or NP, ,,Wet
2024-05-11,-13.3526,134.9015,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.35259,134.8903,2,Holly  Lourie,Front Left,,Stream,M14,I, ,,Dry
2024-05-11,-13.3528,134.8783,2,Holly  Lourie,Front Left,,Waterhole,M14,I,W558,,Dry
2024-05-11,-13.35297,134.8706,2,Holly  Lourie,Front Left,,River,M14,NP, ,,Wet
2024-05-11,-13.35251,134.8021,2,Holly  Lourie,Front Left,,Stream,M14,I, ,,Dry
2024-05-11,-13.35264,134.795,2,Holly  Lourie,Front Left,,Billabong,M14,I, ,,Dry
2024-05-11,-13.35152,134.7497,2,Holly  Lourie,Front Left,,Spring,M14,I, ,,Dry
2024-05-11,-13.35087,134.7388,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.5389,134.3937,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.54194,134.3913,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.5435,134.3902,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.55867,134.3783,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.57017,134.368,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.57548,134.363,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.57812,134.3604,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.58081,134.3579,3,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.58601,134.3536,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.5887,134.3519,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.59185,134.3498,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.62455,134.3206,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-11,-13.57999,134.3049,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.32796,134.4722,2,Holly  Lourie,Front Left,,Waterhole/melaleuca swamp,M16,NP or P,W590,,Wet
2024-05-11,-13.25094,134.3275,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25076,134.2053,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.2502,134.1381,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25057,134.0883,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25063,134.0652,3,Holly  Lourie,Front Left,Spring,Spring,M16,I, ,Dry,Dry
2024-05-11,-13.25041,134.0471,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25037,134.0442,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25077,134.0183,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25057,133.998,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25029,133.9902,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.25024,133.9737,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.24997,133.9503,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.24954,133.928,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.2497,133.8524,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.28346,133.9476,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.29767,133.987,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.30238,133.9962,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.30725,134.0046,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.32139,134.0309,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.32907,134.058,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.33062,134.0631,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-11,-13.33223,134.0728,3,Holly  Lourie,Front Left,,River,M16,I, ,,Wet
2024-05-11,-13.34296,134.0865,2,Holly  Lourie,Front Left,,River,M16,NP, ,,Wet
2024-05-11,-13.34782,134.109,3,Holly  Lourie,Front Left,,River,M16,NP or P, ,,Wet
2024-05-11,-13.34656,134.1122,3,Holly  Lourie,Front Left,,River,M16,NP or P, ,,Wet
2024-05-11,-13.3429,134.1226,3,Holly  Lourie,Front Left,,Waterhole,M16,I or E, ,,Dry
2024-05-11,-13.34074,134.1378,3,Holly  Lourie,Front Left,,Waterhole,M16,I or E, ,,Dry
2024-05-11,-13.34155,134.1402,2,Holly  Lourie,Front Left,,River,M16,P, ,,Wet
2024-05-11,-13.3116,134.1687,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.29424,134.1912,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.28381,134.1958,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.23368,134.1241,2,Holly  Lourie,Front Left,Spring,Spring,M18,I, ,,Dry
2024-05-11,-13.16571,133.9551,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.16324,133.9489,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15169,133.9205,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15003,133.9759,1,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15019,133.9958,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15014,133.9983,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15025,134.0003,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15027,134.0031,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15022,134.0093,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.14937,134.0747,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.14982,134.1782,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.14963,134.1892,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.14979,134.1933,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15142,134.3184,1,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15164,134.3325,1,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15394,134.3497,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15376,134.3716,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15207,134.6672,1,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15295,134.6835,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15309,134.6883,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15381,134.7016,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15356,134.7697,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15203,134.8214,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15244,134.8683,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15244,134.8708,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15243,134.8731,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15243,134.8754,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15232,134.8907,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.1526,134.9487,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.1525,134.9529,3,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15246,134.9659,2,Holly  Lourie,Front Left,,Billabong,M18,NP or P, ,,Wet
2024-05-11,-13.15256,134.968,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15246,134.9737,2,Holly  Lourie,Front Left,,Billabong,M18,NP or P, ,,Wet
2024-05-11,-13.15232,134.9758,2,Holly  Lourie,Front Left,,Billabong,M18,NP or P, ,,Wet
2024-05-11,-13.15218,135.0949,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15191,135.1064,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15168,135.1222,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15184,135.141,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.15199,135.1945,2,Holly  Lourie,Front Left,, ,M18,,,,
2024-05-11,-13.12966,135.2379,1,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.08523,135.183,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.07471,135.1625,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.06951,135.1557,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05454,135.1282,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05013,135.0141,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05105,134.9737,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05127,134.9661,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05067,134.9334,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.04964,134.8777,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.04901,134.8705,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.04935,134.864,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05114,134.771,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.0518,134.6703,3,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05107,134.6259,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05078,134.6076,3,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05096,134.5758,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05096,134.5723,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.05108,134.5631,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.06041,134.5086,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-11,-13.13551,134.8051,2,Holly  Lourie,Front Left,, ,M20,,,,
2024-05-12,-13.29718,134.7266,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.29251,134.7306,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.22269,134.796,2,Holly  Lourie,Front Left,,River,M16,I, ,,Dry
2024-05-12,-13.19342,134.8203,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.16925,134.8053,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.17734,134.7779,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.17757,134.7773,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.17908,134.7731,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.18561,134.7507,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.20033,134.686,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25271,134.562,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25365,134.6424,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25217,134.7514,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25282,134.7655,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25466,134.8168,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25332,134.9095,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25278,134.9527,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25367,134.961,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25406,134.9709,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25417,134.9801,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25376,135.0049,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25338,135.0168,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25472,135.0354,3,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25513,135.0677,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25416,135.1424,2,Holly  Lourie,Front Left,Spring,Spring,M16,I, ,Dry,Dry
2024-05-12,-13.25414,135.1603,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25481,135.1947,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25479,135.2172,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25458,135.2205,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25439,135.2242,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25404,135.2314,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25383,135.2479,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25372,135.2618,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25351,135.2938,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25385,135.3032,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25374,135.3096,2,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25485,135.3305,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.25475,135.3733,1,Holly  Lourie,Front Left,, ,M16,,,,
2024-05-12,-13.26996,135.3817,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.28283,135.38,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.29584,135.3767,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.31209,135.3728,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.31984,135.3755,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35266,135.3736,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.3526,135.3704,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35249,135.3654,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35366,135.3509,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.3719,135.3366,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.37603,135.3333,2,Holly  Lourie,Front Left,Spring,Spring,M14,P,W538,,Wet
2024-05-12,-13.35272,135.3266,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35287,135.3249,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35375,135.2721,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35404,135.2671,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35324,135.2476,1,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35429,135.2125,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35413,135.1907,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35459,135.1802,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.35422,135.1497,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.32208,135.099,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.28821,135.0508,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.25789,135.0091,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.25063,134.9997,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.2417,134.9868,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.23316,134.9731,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.22793,134.9635,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.21323,134.9402,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.20264,134.9257,2,Holly  Lourie,Front Left,,Waterhole,M14,I or NP,W749,,Wet
2024-05-12,-13.19321,134.9129,2,Holly  Lourie,Front Left,,Swamp,M14,I or E, ,,Dry
2024-05-12,-13.19209,134.9112,3,Holly  Lourie,Front Left,,Billabong,M14,NP or P, ,,Wet
2024-05-12,-13.15973,134.8637,2,Holly  Lourie,Front Left,, ,M14,,,,
2024-05-12,-13.1558,134.851,2,Holly  Lourie,Front Left,, ,M26,,,,
2024-05-12,-13.09163,134.8187,2,Holly  Lourie,Front Left,, ,M26,,,,
2024-05-12,-13.03439,134.78,2,Holly  Lourie,Front Left,, ,M26,,,,
